Postcode,Area,District,Total,Males,Females,Occupied_Households
L11 3AB,L11,3AB,82,46,36,35
L11 3AD,L11,3AD,40,20,20,18
L11 3AE,L11,3AE,77,32,45,35
L11 3AF,L11,3AF,71,33,38,36
L11 3AG,L11,3AG,89,47,42,37
L11 3AH,L11,3AH,56,23,33,24
L11 3AJ,L11,3AJ,72,25,47,32
L11 3AL,L11,3AL,87,33,54,40
L11 3AN,L11,3AN,44,24,20,18
L11 3AP,L11,3AP,102,51,51,45
L11 3AQ,L11,3AQ,104,54,50,42
L11 3AR,L11,3AR,83,41,42,37
L11 3AS,L11,3AS,77,39,38,34
L11 3AT,L11,3AT,76,36,40,32
L11 3AU,L11,3AU,41,21,20,15
L11 3AX,L11,3AX,66,33,33,26
L11 3AY,L11,3AY,68,31,37,26
L11 3AZ,L11,3AZ,36,16,20,14
L11 3BA,L11,3BA,26,15,11,19
L11 3BB,L11,3BB,44,25,19,19
L11 3BD,L11,3BD,24,12,12,10
L11 3BE,L11,3BE,9,4,5,4
L11 3BG,L11,3BG,84,42,42,32
L11 3BH,L11,3BH,97,46,51,36
L11 3BJ,L11,3BJ,113,49,64,47
L11 3BL,L11,3BL,98,43,55,39
L11 3BN,L11,3BN,50,27,23,19
L11 3BP,L11,3BP,32,14,18,13
L11 3BQ,L11,3BQ,82,43,39,29
L11 3BR,L11,3BR,53,24,29,21
L11 3BS,L11,3BS,56,29,27,26
L11 3BT,L11,3BT,83,36,47,34
L11 3BU,L11,3BU,33,12,21,13
L11 3BW,L11,3BW,40,18,22,16
L11 3BX,L11,3BX,73,38,35,28
L11 3BY,L11,3BY,91,46,45,39
L11 3BZ,L11,3BZ,92,40,52,37
L11 3DA,L11,3DA,65,29,36,24
L11 3DB,L11,3DB,35,15,20,13
L11 3DD,L11,3DD,85,42,43,33
L11 3DE,L11,3DE,83,36,47,33
L11 3DF,L11,3DF,84,38,46,34
L11 3DG,L11,3DG,87,43,44,40
L11 3DH,L11,3DH,26,15,11,12
L11 3DJ,L11,3DJ,46,24,22,14
L11 3DL,L11,3DL,33,17,16,14
L11 3DN,L11,3DN,62,34,28,30
L11 3DP,L11,3DP,50,25,25,18
L11 3DR,L11,3DR,39,17,22,17
L11 3DS,L11,3DS,73,35,38,33
L11 3DT,L11,3DT,29,15,14,9
L11 3DU,L11,3DU,88,38,50,38
L11 3DW,L11,3DW,74,33,41,29
L11 3DX,L11,3DX,77,27,50,29
L11 3DY,L11,3DY,43,21,22,19
L11 3DZ,L11,3DZ,42,16,26,16
L11 3EA,L11,3EA,63,27,36,26
L11 3EB,L11,3EB,70,37,33,27
L11 3ED,L11,3ED,42,21,21,16
L11 3EE,L11,3EE,122,58,64,43
L11 3EF,L11,3EF,85,39,46,33
L11 3EG,L11,3EG,42,21,21,15
L11 3EL,L11,3EL,56,27,29,37
L11 3EQ,L11,3EQ,28,12,16,12
L11 4BD,L11,4BD,14,9,5,4
L11 4BH,L11,4BH,25,10,15,10
L11 4RA,L11,4RA,15,9,6,8
L11 4RB,L11,4RB,34,16,18,14
L11 4RD,L11,4RD,16,6,10,7
L11 4RG,L11,4RG,30,13,17,14
L11 4RH,L11,4RH,38,16,22,13
L11 4RJ,L11,4RJ,87,58,29,41
L11 4RN,L11,4RN,13,5,8,5
L11 4RP,L11,4RP,37,21,16,16
L11 4RQ,L11,4RQ,20,7,13,10
L11 4RR,L11,4RR,14,6,8,7
L11 4RS,L11,4RS,25,10,15,11
L11 4RT,L11,4RT,10,5,5,4
L11 4RU,L11,4RU,28,13,15,14
L11 4RW,L11,4RW,70,34,36,35
L11 4RX,L11,4RX,42,20,22,20
L11 4RY,L11,4RY,14,3,11,4
L11 4RZ,L11,4RZ,47,21,26,14
L11 4SA,L11,4SA,49,28,21,25
L11 4SB,L11,4SB,63,22,41,20
L11 4SE,L11,4SE,50,21,29,24
L11 4SF,L11,4SF,9,5,4,6
L11 4SH,L11,4SH,39,18,21,16
L11 4SJ,L11,4SJ,10,6,4,5
L11 4SL,L11,4SL,58,31,27,17
L11 4SQ,L11,4SQ,79,38,41,36
L11 4SR,L11,4SR,40,18,22,16
L11 4SS,L11,4SS,53,21,32,22
L11 4ST,L11,4ST,47,19,28,22
L11 4SU,L11,4SU,46,21,25,20
L11 4SW,L11,4SW,19,9,10,6
L11 4SZ,L11,4SZ,76,31,45,34
L11 4TA,L11,4TA,44,18,26,19
L11 4TB,L11,4TB,39,13,26,22
L11 4TD,L11,4TD,12,5,7,7
L11 4TE,L11,4TE,42,20,22,16
L11 4TG,L11,4TG,62,29,33,31
L11 4TH,L11,4TH,16,11,5,6
L11 4TJ,L11,4TJ,15,7,8,7
L11 4TL,L11,4TL,59,26,33,25
L11 4TN,L11,4TN,28,15,13,11
L11 4TP,L11,4TP,13,6,7,5
L11 4TQ,L11,4TQ,58,27,31,30
L11 4TR,L11,4TR,16,5,11,9
L11 4TS,L11,4TS,23,12,11,11
L11 4TT,L11,4TT,18,7,11,9
L11 4TW,L11,4TW,22,8,14,14
L11 4TY,L11,4TY,29,10,19,9
L11 4TZ,L11,4TZ,4,0,4,2
L11 4UA,L11,4UA,68,30,38,29
L11 4UD,L11,4UD,126,58,68,49
L11 4UH,L11,4UH,155,76,79,46
L11 4UJ,L11,4UJ,23,10,13,14
L11 4UL,L11,4UL,31,15,16,17
L11 4UN,L11,4UN,46,26,20,15
L11 4UP,L11,4UP,28,16,12,12
L11 4UQ,L11,4UQ,179,99,80,52
L11 4UR,L11,4UR,151,76,75,62
L11 4US,L11,4US,69,34,35,30
L11 4UW,L11,4UW,218,102,116,78
L11 5AA,L11,5AA,45,21,24,24
L11 5AB,L11,5AB,112,47,65,43
L11 5AD,L11,5AD,55,26,29,23
L11 5AE,L11,5AE,25,11,14,10
L11 5AF,L11,5AF,1,0,1,1
L11 5AH,L11,5AH,112,56,56,43
L11 5AJ,L11,5AJ,18,6,12,9
L11 5AN,L11,5AN,69,37,32,29
L11 5AQ,L11,5AQ,59,34,25,24
L11 5AR,L11,5AR,107,42,65,41
L11 5AS,L11,5AS,50,19,31,25
L11 5AT,L11,5AT,59,29,30,24
L11 5AU,L11,5AU,54,24,30,23
L11 5AW,L11,5AW,6,3,3,1
L11 5AX,L11,5AX,87,38,49,35
L11 5AY,L11,5AY,94,49,45,30
L11 5AZ,L11,5AZ,62,27,35,25
L11 5BA,L11,5BA,68,27,41,33
L11 5BB,L11,5BB,80,34,46,26
L11 5BD,L11,5BD,70,35,35,27
L11 5BE,L11,5BE,81,34,47,34
L11 5BG,L11,5BG,92,44,48,36
L11 5BH,L11,5BH,79,32,47,29
L11 5BJ,L11,5BJ,36,16,20,17
L11 5BL,L11,5BL,101,44,57,47
L11 5BQ,L11,5BQ,77,41,36,35
L11 6GA,L11,6GA,24,10,14,11
L11 6LA,L11,6LA,89,34,55,41
L11 6LB,L11,6LB,18,5,13,8
L11 6LD,L11,6LD,54,24,30,23
L11 6LE,L11,6LE,46,22,24,14
L11 6LF,L11,6LF,44,19,25,17
L11 6LG,L11,6LG,60,33,27,27
L11 6LH,L11,6LH,12,5,7,4
L11 6LJ,L11,6LJ,12,6,6,8
L11 6LL,L11,6LL,12,4,8,5
L11 6LN,L11,6LN,85,41,44,27
L11 6LP,L11,6LP,20,10,10,11
L11 6LQ,L11,6LQ,76,39,37,30
L11 6LR,L11,6LR,34,14,20,15
L11 6LS,L11,6LS,47,23,24,23
L11 6LT,L11,6LT,27,14,13,9
L11 6LU,L11,6LU,31,11,20,15
L11 6LW,L11,6LW,60,31,29,23
L11 6LX,L11,6LX,15,7,8,10
L11 6LY,L11,6LY,30,13,17,16
L11 6LZ,L11,6LZ,13,6,7,8
L11 6NA,L11,6NA,88,41,47,37
L11 6NB,L11,6NB,2,1,1,2
L11 6ND,L11,6ND,25,12,13,14
L11 6NE,L11,6NE,42,22,20,22
L11 6NF,L11,6NF,47,20,27,21
L11 6NP,L11,6NP,51,19,32,41
L11 7AA,L11,7AA,55,30,25,25
L11 7AB,L11,7AB,45,22,23,16
L11 7AD,L11,7AD,71,33,38,24
L11 7AE,L11,7AE,106,44,62,43
L11 7AF,L11,7AF,38,19,19,14
L11 7AG,L11,7AG,91,44,47,39
L11 7AH,L11,7AH,18,11,7,10
L11 7AJ,L11,7AJ,60,28,32,21
L11 7AL,L11,7AL,53,21,32,24
L11 7AN,L11,7AN,41,20,21,16
L11 7AP,L11,7AP,75,37,38,28
L11 7AQ,L11,7AQ,38,15,23,15
L11 7AR,L11,7AR,56,22,34,23
L11 7AS,L11,7AS,62,29,33,23
L11 7AT,L11,7AT,84,33,51,32
L11 7AU,L11,7AU,105,49,56,38
L11 7AW,L11,7AW,45,21,24,19
L11 7AX,L11,7AX,78,39,39,31
L11 7AY,L11,7AY,50,30,20,31
L11 7AZ,L11,7AZ,59,30,29,29
L11 7BA,L11,7BA,55,25,30,23
L11 7BB,L11,7BB,45,21,24,18
L11 7BE,L11,7BE,50,21,29,22
L11 7BG,L11,7BG,96,42,54,44
L11 7BH,L11,7BH,77,38,39,34
L11 7BJ,L11,7BJ,49,17,32,19
L11 7BL,L11,7BL,87,36,51,32
L11 7BN,L11,7BN,109,51,58,43
L11 7BP,L11,7BP,127,57,70,47
L11 7BQ,L11,7BQ,85,37,48,36
L11 7BR,L11,7BR,87,37,50,36
L11 7BS,L11,7BS,89,39,50,34
L11 7BT,L11,7BT,35,15,20,14
L11 7BU,L11,7BU,6,3,3,2
L11 7BW,L11,7BW,66,26,40,23
L11 7BX,L11,7BX,66,28,38,23
L11 7BY,L11,7BY,80,41,39,37
L11 7BZ,L11,7BZ,104,50,54,42
L11 7DA,L11,7DA,36,15,21,15
L11 7DB,L11,7DB,59,34,25,23
L11 7DD,L11,7DD,106,58,48,43
L11 7DE,L11,7DE,53,21,32,23
L11 7DF,L11,7DF,91,43,48,38
L11 7DG,L11,7DG,77,42,35,25
L11 7DH,L11,7DH,19,11,8,10
L11 7DJ,L11,7DJ,37,18,19,14
L11 7DL,L11,7DL,85,40,45,36
L11 7DN,L11,7DN,41,17,24,20
L11 7DQ,L11,7DQ,82,29,53,28
L11 7DR,L11,7DR,72,33,39,27
L11 7DS,L11,7DS,16,7,9,9
L11 7DU,L11,7DU,33,19,14,9
L11 7DW,L11,7DW,77,40,37,31
L11 8LA,L11,8LA,43,14,29,16
L11 8LB,L11,8LB,24,11,13,9
L11 8LD,L11,8LD,95,42,53,43
L11 8LE,L11,8LE,32,18,14,15
L11 8LF,L11,8LF,36,19,17,16
L11 8LG,L11,8LG,87,44,43,37
L11 8LH,L11,8LH,34,20,14,14
L11 8LJ,L11,8LJ,30,14,16,10
L11 8LL,L11,8LL,69,29,40,26
L11 8LN,L11,8LN,67,32,35,30
L11 8LP,L11,8LP,101,46,55,36
L11 8LQ,L11,8LQ,66,28,38,28
L11 8LR,L11,8LR,106,53,53,44
L11 8LS,L11,8LS,53,26,27,28
L11 8LT,L11,8LT,60,29,31,27
L11 8LU,L11,8LU,42,21,21,17
L11 8LW,L11,8LW,28,13,15,15
L11 8LX,L11,8LX,15,5,10,6
L11 8LY,L11,8LY,12,2,10,7
L11 8LZ,L11,8LZ,21,11,10,10
L11 8NA,L11,8NA,89,36,53,41
L11 8NB,L11,8NB,16,8,8,3
L11 8ND,L11,8ND,44,22,22,14
L11 8NE,L11,8NE,61,32,29,25
L11 8NF,L11,8NF,10,6,4,6
L11 8NG,L11,8NG,36,15,21,18
L11 8NH,L11,8NH,75,39,36,27
L11 8NJ,L11,8NJ,68,34,34,28
L11 8NL,L11,8NL,78,38,40,30
L11 8NN,L11,8NN,30,13,17,12
L11 8NP,L11,8NP,22,9,13,10
L11 8NQ,L11,8NQ,75,36,39,27
L11 8NR,L11,8NR,22,10,12,9
L11 8NS,L11,8NS,57,29,28,28
L11 8NT,L11,8NT,69,31,38,27
L11 8NU,L11,8NU,8,4,4,6
L11 8NW,L11,8NW,35,15,20,15
L11 8NX,L11,8NX,65,27,38,55
L11 9AA,L11,9AA,24,10,14,9
L11 9AB,L11,9AB,44,27,17,20
L11 9AD,L11,9AD,46,20,26,16
L11 9AE,L11,9AE,75,35,40,29
L11 9AF,L11,9AF,57,25,32,30
L11 9AG,L11,9AG,94,49,45,35
L11 9AH,L11,9AH,88,43,45,35
L11 9AJ,L11,9AJ,69,33,36,25
L11 9AL,L11,9AL,84,37,47,33
L11 9AN,L11,9AN,70,31,39,34
L11 9AP,L11,9AP,19,12,7,12
L11 9AQ,L11,9AQ,65,32,33,29
L11 9AS,L11,9AS,74,39,35,32
L11 9AT,L11,9AT,25,11,14,14
L11 9AU,L11,9AU,78,39,39,35
L11 9AW,L11,9AW,66,26,40,27
L11 9BR,L11,9BR,53,23,30,20
L11 9BS,L11,9BS,72,37,35,21
L11 9BT,L11,9BT,89,51,38,68
L11 9BU,L11,9BU,44,19,25,21
L11 9BX,L11,9BX,39,16,23,16
L11 9BY,L11,9BY,27,10,17,13
L11 9BZ,L11,9BZ,55,30,25,21
L11 9DE,L11,9DE,62,32,30,26
L11 9DF,L11,9DF,33,14,19,13
L11 9DG,L11,9DG,25,10,15,12
L11 9DJ,L11,9DJ,131,34,97,0
L11 9DP,L11,9DP,97,40,57,63
L11 9DR,L11,9DR,40,19,21,33
L11 9DT,L11,9DT,67,25,42,63
L11 9EA,L11,9EA,52,25,27,41
L11 9EB,L11,9EB,15,10,5,14
L12 0AA,L12,0AA,32,17,15,11
L12 0AB,L12,0AB,46,25,21,15
L12 0AD,L12,0AD,34,17,17,12
L12 0AE,L12,0AE,42,18,24,16
L12 0AF,L12,0AF,36,14,22,17
L12 0AG,L12,0AG,28,10,18,12
L12 0AJ,L12,0AJ,90,41,49,33
L12 0AL,L12,0AL,33,16,17,12
L12 0AP,L12,0AP,41,25,16,15
L12 0AR,L12,0AR,43,25,18,18
L12 0AT,L12,0AT,66,33,33,28
L12 0AU,L12,0AU,26,14,12,11
L12 0AW,L12,0AW,153,74,79,53
L12 0AX,L12,0AX,54,28,26,23
L12 0AY,L12,0AY,66,30,36,24
L12 0AZ,L12,0AZ,60,28,32,37
L12 0BA,L12,0BA,51,25,26,28
L12 0BB,L12,0BB,26,13,13,11
L12 0BD,L12,0BD,38,18,20,16
L12 0BE,L12,0BE,92,43,49,39
L12 0BG,L12,0BG,81,41,40,34
L12 0BH,L12,0BH,85,42,43,34
L12 0BJ,L12,0BJ,49,21,28,23
L12 0BL,L12,0BL,104,50,54,43
L12 0BP,L12,0BP,40,20,20,12
L12 0BQ,L12,0BQ,49,20,29,18
L12 0BR,L12,0BR,19,12,7,7
L12 0BS,L12,0BS,130,68,62,44
L12 0BW,L12,0BW,109,52,57,35
L12 0DF,L12,0DF,86,39,47,35
L12 0HA,L12,0HA,30,14,16,14
L12 0HD,L12,0HD,3,2,1,1
L12 0HE,L12,0HE,129,60,69,46
L12 0HF,L12,0HF,110,52,58,42
L12 0HG,L12,0HG,86,42,44,34
L12 0HH,L12,0HH,25,13,12,8
L12 0HJ,L12,0HJ,43,23,20,16
L12 0HL,L12,0HL,13,6,7,4
L12 0HN,L12,0HN,35,17,18,12
L12 0HP,L12,0HP,41,20,21,17
L12 0HQ,L12,0HQ,16,9,7,6
L12 0HR,L12,0HR,2,1,1,1
L12 0HS,L12,0HS,54,28,26,22
L12 0HT,L12,0HT,29,15,14,15
L12 0HU,L12,0HU,31,16,15,12
L12 0HW,L12,0HW,43,22,21,14
L12 0HX,L12,0HX,177,89,88,72
L12 0HY,L12,0HY,61,31,30,21
L12 0HZ,L12,0HZ,39,22,17,18
L12 0JB,L12,0JB,129,62,67,66
L12 0JD,L12,0JD,14,7,7,8
L12 0JF,L12,0JF,100,50,50,39
L12 0JG,L12,0JG,48,25,23,19
L12 0JH,L12,0JH,26,14,12,17
L12 0JJ,L12,0JJ,38,15,23,17
L12 0JL,L12,0JL,47,25,22,23
L12 0JN,L12,0JN,34,17,17,20
L12 0JP,L12,0JP,199,101,98,90
L12 0JQ,L12,0JQ,44,20,24,23
L12 0JR,L12,0JR,21,9,12,14
L12 0JS,L12,0JS,41,23,18,17
L12 0JT,L12,0JT,40,20,20,17
L12 0JU,L12,0JU,49,26,23,19
L12 0JW,L12,0JW,22,10,12,5
L12 0JX,L12,0JX,118,59,59,48
L12 0JY,L12,0JY,22,9,13,11
L12 0JZ,L12,0JZ,53,22,31,20
L12 0LA,L12,0LA,40,20,20,16
L12 0LB,L12,0LB,34,15,19,20
L12 0LD,L12,0LD,19,9,10,9
L12 0LE,L12,0LE,13,6,7,7
L12 0LF,L12,0LF,33,15,18,18
L12 0LG,L12,0LG,39,18,21,12
L12 0LH,L12,0LH,140,61,79,54
L12 0LJ,L12,0LJ,25,10,15,8
L12 0LL,L12,0LL,47,25,22,17
L12 0LN,L12,0LN,17,8,9,10
L12 0LP,L12,0LP,32,16,16,20
L12 0LQ,L12,0LQ,31,13,18,12
L12 0LR,L12,0LR,26,9,17,8
L12 0LS,L12,0LS,57,29,28,17
L12 0LT,L12,0LT,165,81,84,54
L12 0LU,L12,0LU,49,24,25,17
L12 0LW,L12,0LW,21,13,8,10
L12 0LX,L12,0LX,94,42,52,34
L12 0LY,L12,0LY,26,12,14,9
L12 0NA,L12,0NA,62,31,31,23
L12 0ND,L12,0ND,23,12,11,9
L12 0NF,L12,0NF,141,68,73,43
L12 0NG,L12,0NG,109,61,48,36
L12 0NH,L12,0NH,23,12,11,14
L12 0NJ,L12,0NJ,10,4,6,4
L12 0NL,L12,0NL,15,7,8,11
L12 0NN,L12,0NN,25,12,13,10
L12 0NP,L12,0NP,117,53,64,37
L12 0NR,L12,0NR,65,36,29,18
L12 0NS,L12,0NS,81,38,43,28
L12 0NT,L12,0NT,107,56,51,37
L12 0NU,L12,0NU,29,16,13,8
L12 0NW,L12,0NW,20,12,8,7
L12 0NX,L12,0NX,32,14,18,8
L12 0NY,L12,0NY,45,21,24,14
L12 0NZ,L12,0NZ,40,21,19,10
L12 0PA,L12,0PA,47,27,20,19
L12 0PB,L12,0PB,165,80,85,64
L12 0PD,L12,0PD,68,36,32,27
L12 0PE,L12,0PE,186,94,92,75
L12 0PF,L12,0PF,150,73,77,57
L12 0PG,L12,0PG,47,19,28,21
L12 0PH,L12,0PH,42,19,23,17
L12 0PL,L12,0PL,193,80,113,69
L12 0PN,L12,0PN,73,36,37,28
L12 0PP,L12,0PP,80,38,42,38
L12 0PQ,L12,0PQ,134,67,67,47
L12 0PR,L12,0PR,42,19,23,21
L12 0PS,L12,0PS,25,11,14,14
L12 0PT,L12,0PT,82,39,43,27
L12 0PW,L12,0PW,140,67,73,46
L12 0PX,L12,0PX,15,6,9,9
L12 0PY,L12,0PY,109,48,61,33
L12 0PZ,L12,0PZ,44,21,23,17
L12 0QA,L12,0QA,29,12,17,11
L12 0QB,L12,0QB,15,8,7,6
L12 0QD,L12,0QD,91,43,48,38
L12 0QE,L12,0QE,40,15,25,18
L12 0QF,L12,0QF,143,72,71,40
L12 0QG,L12,0QG,45,24,21,13
L12 0QH,L12,0QH,15,7,8,5
L12 0QJ,L12,0QJ,61,31,30,18
L12 0QL,L12,0QL,18,7,11,6
L12 0QN,L12,0QN,182,89,93,55
L12 0QP,L12,0QP,168,84,84,50
L12 0QQ,L12,0QQ,21,8,13,8
L12 0QR,L12,0QR,81,35,46,36
L12 0QS,L12,0QS,32,15,17,14
L12 0QU,L12,0QU,126,60,66,40
L12 0QW,L12,0QW,25,13,12,9
L12 0QY,L12,0QY,213,103,110,82
L12 0RJ,L12,0RJ,92,44,48,34
L12 0RL,L12,0RL,68,32,36,25
L12 0RN,L12,0RN,61,26,35,23
L12 0RP,L12,0RP,46,25,21,16
L12 0RQ,L12,0RQ,28,18,10,11
L12 0RR,L12,0RR,23,8,15,9
L12 0RS,L12,0RS,85,39,46,32
L12 0RT,L12,0RT,32,17,15,12
L12 0RU,L12,0RU,38,19,19,15
L12 0RW,L12,0RW,120,64,56,53
L12 0RX,L12,0RX,38,17,21,13
L12 0RY,L12,0RY,72,33,39,32
L12 0RZ,L12,0RZ,34,18,16,17
L12 0SA,L12,0SA,105,51,54,43
L12 0SB,L12,0SB,36,17,19,14
L12 0SD,L12,0SD,36,17,19,11
L12 0SE,L12,0SE,49,28,21,21
L12 0SF,L12,0SF,29,14,15,11
L12 0SG,L12,0SG,37,14,23,16
L12 0SN,L12,0SN,47,22,25,16
L12 0SQ,L12,0SQ,128,60,68,45
L12 0SX,L12,0SX,26,15,11,8
L12 1JY,L12,1JY,5,2,3,2
L12 1LA,L12,1LA,10,6,4,4
L12 1LB,L12,1LB,45,19,26,21
L12 1LD,L12,1LD,6,4,2,3
L12 1LE,L12,1LE,3,1,2,2
L12 1LF,L12,1LF,1,1,0,1
L12 1LG,L12,1LG,41,20,21,23
L12 1LH,L12,1LH,52,23,29,20
L12 1LJ,L12,1LJ,18,8,10,5
L12 1LL,L12,1LL,31,17,14,9
L12 1LN,L12,1LN,14,6,8,8
L12 1LP,L12,1LP,34,17,17,22
L12 1LQ,L12,1LQ,34,20,14,11
L12 1LR,L12,1LR,54,26,28,23
L12 1LS,L12,1LS,59,19,40,20
L12 1LT,L12,1LT,37,20,17,14
L12 1LU,L12,1LU,64,39,25,36
L12 1LW,L12,1LW,52,25,27,19
L12 1LX,L12,1LX,86,42,44,27
L12 1LY,L12,1LY,62,27,35,20
L12 1NA,L12,1NA,11,6,5,3
L12 1NB,L12,1NB,7,4,3,2
L12 1ND,L12,1ND,37,16,21,12
L12 1NE,L12,1NE,37,17,20,13
L12 1NF,L12,1NF,31,15,16,12
L12 1NH,L12,1NH,21,11,10,6
L12 2AD,L12,2AD,43,21,22,18
L12 2AE,L12,2AE,20,7,13,7
L12 2AF,L12,2AF,21,11,10,6
L12 2AG,L12,2AG,63,32,31,26
L12 2AH,L12,2AH,39,19,20,19
L12 2AJ,L12,2AJ,66,39,27,35
L12 2AL,L12,2AL,54,19,35,42
L12 2AN,L12,2AN,50,25,25,19
L12 2AQ,L12,2AQ,44,22,22,21
L12 2AR,L12,2AR,39,18,21,14
L12 2AS,L12,2AS,47,20,27,19
L12 2AT,L12,2AT,46,20,26,23
L12 2AU,L12,2AU,51,23,28,20
L12 2AW,L12,2AW,1,1,0,1
L12 2AX,L12,2AX,79,45,34,26
L12 2AY,L12,2AY,92,42,50,27
L12 2AZ,L12,2AZ,14,5,9,0
L12 2BA,L12,2BA,48,21,27,13
L12 2BB,L12,2BB,29,13,16,23
L12 2BD,L12,2BD,44,22,22,14
L12 2BJ,L12,2BJ,11,7,4,4
L12 2BL,L12,2BL,34,20,14,10
L12 3HA,L12,3HA,48,24,24,21
L12 3HB,L12,3HB,59,25,34,25
L12 3HD,L12,3HD,44,22,22,18
L12 3HE,L12,3HE,10,6,4,7
L12 3HH,L12,3HH,8,5,3,3
L12 3HJ,L12,3HJ,162,74,88,50
L12 3HL,L12,3HL,79,35,44,30
L12 3HN,L12,3HN,82,39,43,29
L12 3HP,L12,3HP,67,31,36,25
L12 3HQ,L12,3HQ,12,5,7,8
L12 3HR,L12,3HR,35,13,22,12
L12 3HS,L12,3HS,85,46,39,35
L12 3HU,L12,3HU,68,35,33,34
L12 3HW,L12,3HW,110,57,53,42
L12 4BA,L12,4BA,33,16,17,13
L12 4BB,L12,4BB,12,6,6,4
L12 4BD,L12,4BD,28,13,15,10
L12 4BE,L12,4BE,10,5,5,4
L12 4BF,L12,4BF,21,10,11,9
L12 4DA,L12,4DA,46,23,23,15
L12 4DB,L12,4DB,107,52,55,33
L12 4DD,L12,4DD,93,41,52,38
L12 4UZ,L12,4UZ,16,8,8,12
L12 4WT,L12,4WT,10,5,5,5
L12 4WU,L12,4WU,137,53,84,68
L12 4WX,L12,4WX,17,8,9,7
L12 4XA,L12,4XA,38,17,21,17
L12 4XB,L12,4XB,9,5,4,3
L12 4XD,L12,4XD,79,36,43,35
L12 4XE,L12,4XE,46,25,21,21
L12 4XF,L12,4XF,24,11,13,13
L12 4XG,L12,4XG,55,27,28,35
L12 4XH,L12,4XH,79,32,47,30
L12 4XJ,L12,4XJ,88,40,48,37
L12 4XL,L12,4XL,64,32,32,31
L12 4XN,L12,4XN,57,26,31,32
L12 4XR,L12,4XR,45,22,23,18
L12 4XS,L12,4XS,82,35,47,38
L12 4XT,L12,4XT,54,25,29,29
L12 4XU,L12,4XU,97,44,53,39
L12 4XW,L12,4XW,46,22,24,20
L12 4XX,L12,4XX,59,24,35,24
L12 4XY,L12,4XY,68,33,35,25
L12 4XZ,L12,4XZ,87,38,49,43
L12 4YA,L12,4YA,72,34,38,30
L12 4YB,L12,4YB,50,21,29,21
L12 4YD,L12,4YD,49,17,32,25
L12 4YE,L12,4YE,64,27,37,36
L12 4YF,L12,4YF,17,9,8,9
L12 4YG,L12,4YG,227,108,119,95
L12 4YJ,L12,4YJ,76,38,38,32
L12 4YL,L12,4YL,3,2,1,2
L12 4YN,L12,4YN,65,28,37,27
L12 4YP,L12,4YP,65,35,30,45
L12 4YQ,L12,4YQ,21,13,8,10
L12 4YR,L12,4YR,66,31,35,27
L12 4YS,L12,4YS,99,53,46,39
L12 4YT,L12,4YT,45,26,19,19
L12 4YU,L12,4YU,92,36,56,38
L12 4YW,L12,4YW,23,10,13,10
L12 4YX,L12,4YX,15,5,10,9
L12 4YZ,L12,4YZ,11,7,4,4
L12 4ZA,L12,4ZA,36,15,21,23
L12 4ZB,L12,4ZB,125,59,66,39
L12 4ZD,L12,4ZD,18,11,7,6
L12 4ZE,L12,4ZE,94,42,52,31
L12 4ZF,L12,4ZF,21,10,11,10
L12 4ZG,L12,4ZG,19,9,10,7
L12 4ZL,L12,4ZL,26,12,14,17
L12 4ZN,L12,4ZN,39,17,22,15
L12 5EA,L12,5EA,66,32,34,31
L12 5EB,L12,5EB,87,44,43,33
L12 5EE,L12,5EE,54,26,28,26
L12 5EF,L12,5EF,44,21,23,20
L12 5EG,L12,5EG,77,38,39,30
L12 5EH,L12,5EH,64,32,32,28
L12 5EJ,L12,5EJ,30,17,13,14
L12 5EL,L12,5EL,25,14,11,8
L12 5EN,L12,5EN,65,29,36,34
L12 5EP,L12,5EP,13,6,7,6
L12 5EQ,L12,5EQ,53,25,28,23
L12 5ER,L12,5ER,32,17,15,14
L12 5ES,L12,5ES,44,15,29,20
L12 5ET,L12,5ET,34,19,15,13
L12 5EU,L12,5EU,63,34,29,25
L12 5EW,L12,5EW,44,21,23,20
L12 5EX,L12,5EX,79,37,42,32
L12 5EY,L12,5EY,84,48,36,30
L12 5EZ,L12,5EZ,79,39,40,31
L12 5FB,L12,5FB,52,24,28,18
L12 5HA,L12,5HA,40,18,22,15
L12 5HB,L12,5HB,46,22,24,19
L12 5HD,L12,5HD,18,8,10,8
L12 5HE,L12,5HE,82,37,45,30
L12 5HF,L12,5HF,76,31,45,26
L12 5HG,L12,5HG,82,38,44,38
L12 5HH,L12,5HH,109,55,54,39
L12 5HJ,L12,5HJ,8,4,4,6
L12 5HP,L12,5HP,23,10,13,11
L12 5HQ,L12,5HQ,77,43,34,39
L12 5HR,L12,5HR,46,21,25,22
L12 5HS,L12,5HS,35,16,19,14
L12 5HT,L12,5HT,69,29,40,22
L12 5HU,L12,5HU,86,38,48,32
L12 5HW,L12,5HW,2,2,0,1
L12 5HX,L12,5HX,34,15,19,13
L12 5HY,L12,5HY,59,29,30,25
L12 5HZ,L12,5HZ,69,32,37,20
L12 5JA,L12,5JA,16,9,7,5
L12 5JB,L12,5JB,39,16,23,17
L12 5JD,L12,5JD,20,11,9,6
L12 5JE,L12,5JE,53,24,29,20
L12 5JF,L12,5JF,73,30,43,29
L12 5JG,L12,5JG,84,41,43,32
L12 5JH,L12,5JH,69,29,40,36
L12 5JJ,L12,5JJ,56,25,31,21
L12 5JL,L12,5JL,83,41,42,36
